accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0.8158841729164124,0.9003118276596069,0.39967596530914307,0.919947624206543,0.8128246068954468,0.8151845932006836,0.9279670119285583,0.43098998069763184,0.9539532661437988,0.7787004709243774
0.8781248927116394,0.952151894569397,0.2798391282558441,0.952827513217926,0.8724738955497742,0.8523141145706177,0.928610622882843,0.34490352869033813,0.9294730424880981,0.8582459092140198
0.9098784923553467,0.9726933240890503,0.21017591655254364,0.9675324559211731,0.9040983319282532,0.8460738658905029,0.9148619174957275,0.36667925119400024,0.9126302599906921,0.8674242496490479
0.934235155582428,0.9855515360832214,0.150796577334404,0.9784039855003357,0.928369402885437,0.8469058871269226,0.910866916179657,0.466575562953949,0.9236329197883606,0.8563519716262817
